YEAR,STATEFIP,male,race_new,age_group,murder.sum,PERWT.sum,murder_rate
2019,1,Female,White,0-5,0,95904,0
2019,1,Female,White,6-10,0,80860,0
2019,1,Female,White,11-15,0,91529,0
2019,1,Female,White,16-20,0,91854,0
2019,1,Female,White,21-25,0,90658,0
2019,1,Female,White,26-30,0,103316,0
2019,1,Female,White,31-35,0,92382,0
2019,1,Female,White,36-40,0,94241,0
2019,1,Female,White,41-45,0,97239,0
2019,1,Female,White,46-50,0,106771,0
2019,1,Female,White,51-55,0,108769,0
2019,1,Female,White,56-60,0,121467,0
2019,1,Female,White,61-65,0,115089,0
2019,1,Female,White,Over 65,0,340156,0
2019,1,Female,Black,0-5,0,47018,0
2019,1,Female,Black,6-10,0,44330,0
2019,1,Female,Black,11-15,0,41106,0
2019,1,Female,Black,16-20,0,51240,0
2019,1,Female,Black,21-25,0,54649,0
2019,1,Female,Black,26-30,0,46937,0
2019,1,Female,Black,31-35,0,45950,0
2019,1,Female,Black,36-40,0,47891,0
2019,1,Female,Black,41-45,0,48880,0
2019,1,Female,Black,46-50,0,40904,0
2019,1,Female,Black,51-55,0,42836,0
2019,1,Female,Black,56-60,0,47166,0
2019,1,Female,Black,61-65,0,42094,0
2019,1,Female,Black,Over 65,0,93349,0
2019,1,Female,Asian/PI,0-5,0,2464,0
2019,1,Female,Asian/PI,6-10,0,2280,0
2019,1,Female,Asian/PI,11-15,0,1586,0
2019,1,Female,Asian/PI,16-20,0,1943,0
2019,1,Female,Asian/PI,21-25,0,1660,0
2019,1,Female,Asian/PI,26-30,0,2589,0
2019,1,Female,Asian/PI,31-35,0,3679,0
2019,1,Female,Asian/PI,36-40,0,2564,0
2019,1,Female,Asian/PI,41-45,0,4242,0
2019,1,Female,Asian/PI,46-50,0,1811,0
2019,1,Female,Asian/PI,51-55,0,3832,0
2019,1,Female,Asian/PI,56-60,0,1746,0
2019,1,Female,Asian/PI,61-65,0,1092,0
2019,1,Female,Asian/PI,Over 65,0,5480,0
2019,1,Female,Hispanic,0-5,0,14611,0
2019,1,Female,Hispanic,6-10,0,12249,0
2019,1,Female,Hispanic,11-15,0,12874,0
2019,1,Female,Hispanic,16-20,0,9870,0
2019,1,Female,Hispanic,21-25,0,7974,0
2019,1,Female,Hispanic,26-30,0,6285,0
2019,1,Female,Hispanic,31-35,0,9461,0
2019,1,Female,Hispanic,36-40,0,8333,0
2019,1,Female,Hispanic,41-45,0,8154,0
2019,1,Female,Hispanic,46-50,0,4564,0
2019,1,Female,Hispanic,51-55,0,4503,0
2019,1,Female,Hispanic,56-60,0,5441,0
2019,1,Female,Hispanic,61-65,0,1585,0
2019,1,Female,Hispanic,Over 65,0,4093,0
2019,1,Male,White,0-5,0,101629,0
2019,1,Male,White,6-10,0,85975,0
2019,1,Male,White,11-15,0,94224,0
2019,1,Male,White,16-20,1,99673,1
2019,1,Male,White,21-25,0,96825,0
2019,1,Male,White,26-30,0,100997,0
2019,1,Male,White,31-35,0,92561,0
2019,1,Male,White,36-40,0,96341,0
2019,1,Male,White,41-45,0,89501,0
2019,1,Male,White,46-50,0,105512,0
2019,1,Male,White,51-55,1,106150,0.94
2019,1,Male,White,56-60,0,113527,0
2019,1,Male,White,61-65,0,105635,0
2019,1,Male,White,Over 65,1,271693,0.37
2019,1,Male,Black,0-5,0,54680,0
2019,1,Male,Black,6-10,0,44765,0
2019,1,Male,Black,11-15,0,49560,0
2019,1,Male,Black,16-20,0,49100,0
2019,1,Male,Black,21-25,0,47856,0
2019,1,Male,Black,26-30,1,46084,2.17
2019,1,Male,Black,31-35,0,42913,0
2019,1,Male,Black,36-40,0,42324,0
2019,1,Male,Black,41-45,0,35865,0
2019,1,Male,Black,46-50,0,34321,0
2019,1,Male,Black,51-55,0,35390,0
2019,1,Male,Black,56-60,0,34699,0
2019,1,Male,Black,61-65,0,38294,0
2019,1,Male,Black,Over 65,0,63607,0
2019,1,Male,Asian/PI,0-5,0,2097,0
2019,1,Male,Asian/PI,6-10,0,2968,0
2019,1,Male,Asian/PI,11-15,0,1909,0
2019,1,Male,Asian/PI,16-20,0,1612,0
2019,1,Male,Asian/PI,21-25,0,2168,0
2019,1,Male,Asian/PI,26-30,0,3605,0
2019,1,Male,Asian/PI,31-35,0,2829,0
2019,1,Male,Asian/PI,36-40,0,3031,0
2019,1,Male,Asian/PI,41-45,0,2433,0
2019,1,Male,Asian/PI,46-50,0,2228,0
2019,1,Male,Asian/PI,51-55,0,1521,0
2019,1,Male,Asian/PI,56-60,0,825,0
2019,1,Male,Asian/PI,61-65,0,996,0
2019,1,Male,Asian/PI,Over 65,0,2657,0
2019,1,Male,Hispanic,0-5,0,12107,0
2019,1,Male,Hispanic,6-10,0,10781,0
2019,1,Male,Hispanic,11-15,0,17122,0
2019,1,Male,Hispanic,16-20,0,11537,0
2019,1,Male,Hispanic,21-25,0,8546,0
2019,1,Male,Hispanic,26-30,0,8732,0
2019,1,Male,Hispanic,31-35,0,7855,0
2019,1,Male,Hispanic,36-40,0,9953,0
2019,1,Male,Hispanic,41-45,0,5519,0
2019,1,Male,Hispanic,46-50,0,4414,0
2019,1,Male,Hispanic,51-55,0,4022,0
2019,1,Male,Hispanic,56-60,0,3047,0
2019,1,Male,Hispanic,61-65,0,1757,0
2019,1,Male,Hispanic,Over 65,0,3691,0
2019,2,Female,White,0-5,1,14987,6.67
2019,2,Female,White,6-10,0,11983,0
2019,2,Female,White,11-15,0,12703,0
2019,2,Female,White,16-20,1,8703,11.49
2019,2,Female,White,21-25,0,11827,0
2019,2,Female,White,26-30,2,15950,12.54
2019,2,Female,White,31-35,0,15433,0
2019,2,Female,White,36-40,2,14839,13.48
2019,2,Female,White,41-45,0,13618,0
2019,2,Female,White,46-50,2,11089,18.04
2019,2,Female,White,51-55,1,14090,7.1
2019,2,Female,White,56-60,2,13442,14.88
2019,2,Female,White,61-65,0,17820,0
2019,2,Female,White,Over 65,1,30033,3.33
2019,2,Female,Black,0-5,0,794,0
2019,2,Female,Black,11-15,0,714,0
2019,2,Female,Black,16-20,0,335,0
2019,2,Female,Black,21-25,0,1199,0
2019,2,Female,Black,26-30,0,1004,0
2019,2,Female,Black,31-35,0,799,0
2019,2,Female,Black,41-45,0,1127,0
2019,2,Female,Black,46-50,0,365,0
2019,2,Female,Black,51-55,0,175,0
2019,2,Female,Black,56-60,0,596,0
2019,2,Female,Black,61-65,0,574,0
2019,2,Female,Black,Over 65,0,890,0
2019,2,Female,Asian/PI,0-5,0,2189,0
2019,2,Female,Asian/PI,6-10,0,1016,0
2019,2,Female,Asian/PI,11-15,1,932,107.3
2019,2,Female,Asian/PI,16-20,0,1382,0
2019,2,Female,Asian/PI,21-25,0,2098,0
2019,2,Female,Asian/PI,26-30,1,870,114.94
2019,2,Female,Asian/PI,31-35,0,2656,0
2019,2,Female,Asian/PI,36-40,0,3341,0
2019,2,Female,Asian/PI,41-45,0,921,0
2019,2,Female,Asian/PI,46-50,0,2360,0
2019,2,Female,Asian/PI,51-55,0,1675,0
2019,2,Female,Asian/PI,56-60,0,1719,0
2019,2,Female,Asian/PI,61-65,0,2340,0
2019,2,Female,Asian/PI,Over 65,0,5486,0
2019,2,Female,Hispanic,0-5,0,3524,0
2019,2,Female,Hispanic,6-10,0,1677,0
2019,2,Female,Hispanic,11-15,0,1566,0
2019,2,Female,Hispanic,16-20,0,811,0
2019,2,Female,Hispanic,21-25,0,3029,0
2019,2,Female,Hispanic,26-30,0,2803,0
2019,2,Female,Hispanic,31-35,0,1678,0
2019,2,Female,Hispanic,36-40,0,1403,0
2019,2,Female,Hispanic,41-45,0,532,0
2019,2,Female,Hispanic,46-50,0,1493,0
2019,2,Female,Hispanic,51-55,0,2944,0
2019,2,Female,Hispanic,56-60,0,267,0
2019,2,Female,Hispanic,61-65,0,1167,0
2019,2,Female,Hispanic,Over 65,0,1461,0
2019,2,Male,White,0-5,0,13876,0
2019,2,Male,White,6-10,0,15016,0
2019,2,Male,White,11-15,0,10792,0
2019,2,Male,White,16-20,1,11212,8.92
2019,2,Male,White,21-25,1,15356,6.51
2019,2,Male,White,26-30,2,20329,9.84
2019,2,Male,White,31-35,3,18041,16.63
2019,2,Male,White,36-40,4,16688,23.97
2019,2,Male,White,41-45,0,14845,0
2019,2,Male,White,46-50,4,14098,28.37
2019,2,Male,White,51-55,1,15182,6.59
2019,2,Male,White,56-60,0,18145,0
2019,2,Male,White,61-65,2,16295,12.27
2019,2,Male,White,Over 65,0,32730,0
2019,2,Male,Black,6-10,0,158,0
2019,2,Male,Black,11-15,0,76,0
2019,2,Male,Black,16-20,2,805,248.45
2019,2,Male,Black,21-25,1,832,120.19
2019,2,Male,Black,26-30,0,311,0
2019,2,Male,Black,31-35,0,3018,0
2019,2,Male,Black,36-40,2,256,781.25
2019,2,Male,Black,41-45,3,823,364.52
2019,2,Male,Black,46-50,0,670,0
2019,2,Male,Black,51-55,0,1036,0
2019,2,Male,Black,56-60,0,1229,0
2019,2,Male,Black,61-65,0,136,0
2019,2,Male,Black,Over 65,0,534,0
2019,2,Male,Asian/PI,0-5,0,2372,0
2019,2,Male,Asian/PI,6-10,0,2579,0
2019,2,Male,Asian/PI,11-15,0,1055,0
2019,2,Male,Asian/PI,16-20,1,1655,60.42
2019,2,Male,Asian/PI,21-25,0,3299,0
2019,2,Male,Asian/PI,26-30,0,2280,0
2019,2,Male,Asian/PI,31-35,0,2331,0
2019,2,Male,Asian/PI,36-40,1,1276,78.37
2019,2,Male,Asian/PI,41-45,0,1209,0
2019,2,Male,Asian/PI,46-50,0,1289,0
2019,2,Male,Asian/PI,51-55,0,1685,0
2019,2,Male,Asian/PI,56-60,1,1139,87.8
2019,2,Male,Asian/PI,61-65,0,689,0
2019,2,Male,Asian/PI,Over 65,0,1754,0
2019,2,Male,Hispanic,0-5,0,1921,0
2019,2,Male,Hispanic,6-10,0,4306,0
2019,2,Male,Hispanic,11-15,0,1772,0
2019,2,Male,Hispanic,16-20,0,3087,0
2019,2,Male,Hispanic,21-25,0,3919,0
2019,2,Male,Hispanic,26-30,0,3790,0
2019,2,Male,Hispanic,31-35,0,1414,0
2019,2,Male,Hispanic,36-40,0,1669,0
2019,2,Male,Hispanic,41-45,0,1688,0
2019,2,Male,Hispanic,46-50,0,481,0
2019,2,Male,Hispanic,51-55,0,2197,0
2019,2,Male,Hispanic,56-60,0,187,0
2019,2,Male,Hispanic,61-65,0,820,0
2019,2,Male,Hispanic,Over 65,0,685,0
2019,4,Female,White,0-5,1,94526,1.06
2019,4,Female,White,6-10,0,85534,0
2019,4,Female,White,11-15,0,91586,0
2019,4,Female,White,16-20,2,96303,2.08
2019,4,Female,White,21-25,5,102159,4.89
2019,4,Female,White,26-30,3,110354,2.72
2019,4,Female,White,31-35,2,110487,1.81
2019,4,Female,White,36-40,7,108716,6.44
2019,4,Female,White,41-45,3,103304,2.9
2019,4,Female,White,46-50,3,124814,2.4
2019,4,Female,White,51-55,0,123722,0
2019,4,Female,White,56-60,2,153928,1.3
2019,4,Female,White,61-65,3,158977,1.89
2019,4,Female,White,Over 65,13,522303,2.49
2019,4,Female,Black,0-5,1,11409,8.77
2019,4,Female,Black,6-10,3,12365,24.26
2019,4,Female,Black,11-15,0,9592,0
2019,4,Female,Black,16-20,2,12937,15.46
2019,4,Female,Black,21-25,2,13322,15.01
2019,4,Female,Black,26-30,1,12203,8.19
2019,4,Female,Black,31-35,2,11575,17.28
2019,4,Female,Black,36-40,0,12471,0
2019,4,Female,Black,41-45,1,9307,10.74
2019,4,Female,Black,46-50,0,12311,0
2019,4,Female,Black,51-55,0,6794,0
2019,4,Female,Black,56-60,0,8561,0
2019,4,Female,Black,61-65,1,9337,10.71
2019,4,Female,Black,Over 65,0,14555,0
2019,4,Female,Asian/PI,0-5,0,6813,0
2019,4,Female,Asian/PI,6-10,0,6839,0
2019,4,Female,Asian/PI,11-15,0,7384,0
2019,4,Female,Asian/PI,16-20,0,7269,0
2019,4,Female,Asian/PI,21-25,0,8886,0
2019,4,Female,Asian/PI,26-30,0,10061,0
2019,4,Female,Asian/PI,31-35,0,9948,0
2019,4,Female,Asian/PI,36-40,0,13060,0
2019,4,Female,Asian/PI,41-45,0,10120,0
2019,4,Female,Asian/PI,46-50,0,10840,0
2019,4,Female,Asian/PI,51-55,0,9532,0
2019,4,Female,Asian/PI,56-60,0,7654,0
2019,4,Female,Asian/PI,61-65,0,7580,0
2019,4,Female,Asian/PI,Over 65,0,16749,0
2019,4,Female,Hispanic,0-5,4,116682,3.43
2019,4,Female,Hispanic,6-10,0,94833,0
2019,4,Female,Hispanic,11-15,2,106951,1.87
2019,4,Female,Hispanic,16-20,3,101352,2.96
2019,4,Female,Hispanic,21-25,2,98044,2.04
2019,4,Female,Hispanic,26-30,1,93319,1.07
2019,4,Female,Hispanic,31-35,1,76255,1.31
2019,4,Female,Hispanic,36-40,1,79890,1.25
2019,4,Female,Hispanic,41-45,2,75937,2.63
2019,4,Female,Hispanic,46-50,1,67047,1.49
2019,4,Female,Hispanic,51-55,1,60369,1.66
2019,4,Female,Hispanic,56-60,1,52666,1.9
2019,4,Female,Hispanic,61-65,1,38013,2.63
2019,4,Female,Hispanic,Over 65,0,85908,0
2019,4,Male,White,0-5,4,96897,4.13
2019,4,Male,White,6-10,1,90566,1.1
2019,4,Male,White,11-15,1,99075,1.01
2019,4,Male,White,16-20,2,103399,1.93
2019,4,Male,White,21-25,8,108070,7.4
2019,4,Male,White,26-30,4,124803,3.21
2019,4,Male,White,31-35,3,113903,2.63
2019,4,Male,White,36-40,10,112140,8.92
2019,4,Male,White,41-45,4,111201,3.6
2019,4,Male,White,46-50,6,117374,5.11
2019,4,Male,White,51-55,2,124935,1.6
2019,4,Male,White,56-60,10,135631,7.37
2019,4,Male,White,61-65,5,150623,3.32
2019,4,Male,White,Over 65,11,454748,2.42
2019,4,Male,Black,0-5,0,10680,0
2019,4,Male,Black,6-10,0,10734,0
2019,4,Male,Black,11-15,0,12695,0
2019,4,Male,Black,16-20,6,14742,40.7
2019,4,Male,Black,21-25,15,17453,85.95
2019,4,Male,Black,26-30,8,12878,62.12
2019,4,Male,Black,31-35,10,11434,87.46
2019,4,Male,Black,36-40,3,10721,27.98
2019,4,Male,Black,41-45,0,11212,0
2019,4,Male,Black,46-50,3,11202,26.78
2019,4,Male,Black,51-55,2,10754,18.6
2019,4,Male,Black,56-60,3,9711,30.89
2019,4,Male,Black,61-65,1,6109,16.37
2019,4,Male,Black,Over 65,0,12978,0
2019,4,Male,Asian/PI,0-5,0,6526,0
2019,4,Male,Asian/PI,6-10,0,6893,0
2019,4,Male,Asian/PI,11-15,0,6814,0
2019,4,Male,Asian/PI,16-20,1,7465,13.4
2019,4,Male,Asian/PI,21-25,1,12541,7.97
2019,4,Male,Asian/PI,26-30,0,10389,0
2019,4,Male,Asian/PI,31-35,0,8899,0
2019,4,Male,Asian/PI,36-40,0,10699,0
2019,4,Male,Asian/PI,41-45,2,7946,25.17
2019,4,Male,Asian/PI,46-50,0,10329,0
2019,4,Male,Asian/PI,51-55,0,6766,0
2019,4,Male,Asian/PI,56-60,0,6195,0
2019,4,Male,Asian/PI,61-65,0,3559,0
2019,4,Male,Asian/PI,Over 65,0,10970,0
2019,4,Male,Hispanic,0-5,2,116647,1.71
2019,4,Male,Hispanic,6-10,1,101659,0.98
2019,4,Male,Hispanic,11-15,4,113424,3.53
2019,4,Male,Hispanic,16-20,13,106943,12.16
2019,4,Male,Hispanic,21-25,16,99972,16
2019,4,Male,Hispanic,26-30,16,104521,15.31
2019,4,Male,Hispanic,31-35,14,86366,16.21
2019,4,Male,Hispanic,36-40,10,85710,11.67
2019,4,Male,Hispanic,41-45,5,68823,7.27
2019,4,Male,Hispanic,46-50,5,65882,7.59
2019,4,Male,Hispanic,51-55,3,58650,5.12
2019,4,Male,Hispanic,56-60,2,50658,3.95
2019,4,Male,Hispanic,61-65,0,34075,0
2019,4,Male,Hispanic,Over 65,4,70554,5.67
2019,5,Female,White,0-5,1,67262,1.49
2019,5,Female,White,6-10,0,60069,0
2019,5,Female,White,11-15,0,62310,0
2019,5,Female,White,16-20,3,63233,4.74
2019,5,Female,White,21-25,4,62365,6.41
2019,5,Female,White,26-30,2,67030,2.98
2019,5,Female,White,31-35,2,67673,2.96
2019,5,Female,White,36-40,6,70165,8.55
2019,5,Female,White,41-45,1,57870,1.73
2019,5,Female,White,46-50,1,71121,1.41
2019,5,Female,White,51-55,2,67884,2.95
2019,5,Female,White,56-60,4,76293,5.24
2019,5,Female,White,61-65,4,79379,5.04
2019,5,Female,White,Over 65,0,232225,0
2019,5,Female,Black,0-5,0,20908,0
2019,5,Female,Black,6-10,1,16383,6.1
2019,5,Female,Black,11-15,1,18612,5.37
2019,5,Female,Black,16-20,3,18198,16.49
2019,5,Female,Black,21-25,3,17257,17.38
2019,5,Female,Black,26-30,5,18828,26.56
2019,5,Female,Black,31-35,2,17260,11.59
2019,5,Female,Black,36-40,5,19048,26.25
2019,5,Female,Black,41-45,1,12700,7.87
2019,5,Female,Black,46-50,0,15684,0
2019,5,Female,Black,51-55,1,14208,7.04
2019,5,Female,Black,56-60,2,16923,11.82
2019,5,Female,Black,61-65,0,13672,0
2019,5,Female,Black,Over 65,0,30198,0
2019,5,Female,Asian/PI,0-5,0,3013,0
2019,5,Female,Asian/PI,6-10,0,929,0
2019,5,Female,Asian/PI,11-15,0,2493,0
2019,5,Female,Asian/PI,16-20,0,3705,0
2019,5,Female,Asian/PI,21-25,0,2932,0
2019,5,Female,Asian/PI,26-30,0,1251,0
2019,5,Female,Asian/PI,31-35,0,2583,0
2019,5,Female,Asian/PI,36-40,0,1633,0
2019,5,Female,Asian/PI,41-45,0,2233,0
2019,5,Female,Asian/PI,46-50,0,1814,0
2019,5,Female,Asian/PI,51-55,0,2628,0
2019,5,Female,Asian/PI,56-60,0,1642,0
2019,5,Female,Asian/PI,61-65,0,1609,0
2019,5,Female,Asian/PI,Over 65,0,1911,0
2019,5,Female,Hispanic,0-5,0,15071,0
2019,5,Female,Hispanic,6-10,0,11612,0
2019,5,Female,Hispanic,11-15,0,12513,0
2019,5,Female,Hispanic,16-20,1,12561,7.96
2019,5,Female,Hispanic,21-25,0,7802,0
2019,5,Female,Hispanic,26-30,0,7173,0
2019,5,Female,Hispanic,31-35,0,8116,0
2019,5,Female,Hispanic,36-40,1,9662,10.35
2019,5,Female,Hispanic,41-45,0,8895,0
2019,5,Female,Hispanic,46-50,0,4660,0
2019,5,Female,Hispanic,51-55,0,4341,0
2019,5,Female,Hispanic,56-60,0,4075,0
2019,5,Female,Hispanic,61-65,0,3032,0
2019,5,Female,Hispanic,Over 65,0,3939,0
2019,5,Male,White,0-5,0,67817,0
2019,5,Male,White,6-10,1,64198,1.56
2019,5,Male,White,11-15,1,65437,1.53
2019,5,Male,White,16-20,3,70654,4.25
2019,5,Male,White,21-25,3,62159,4.83
2019,5,Male,White,26-30,5,71548,6.99
2019,5,Male,White,31-35,2,63253,3.16
2019,5,Male,White,36-40,7,70630,9.91
2019,5,Male,White,41-45,9,63253,14.23
2019,5,Male,White,46-50,1,68348,1.46
2019,5,Male,White,51-55,4,66276,6.04
2019,5,Male,White,56-60,3,75675,3.96
2019,5,Male,White,61-65,4,71373,5.6
2019,5,Male,White,Over 65,5,185821,2.69
2019,5,Male,Black,0-5,4,17061,23.45
2019,5,Male,Black,6-10,2,14760,13.55
2019,5,Male,Black,11-15,1,17306,5.78
2019,5,Male,Black,16-20,17,21311,79.77
2019,5,Male,Black,21-25,24,21377,112.27
2019,5,Male,Black,26-30,14,15114,92.63
2019,5,Male,Black,31-35,14,11465,122.11
2019,5,Male,Black,36-40,15,16002,93.74
2019,5,Male,Black,41-45,8,13756,58.16
2019,5,Male,Black,46-50,2,13373,14.96
2019,5,Male,Black,51-55,6,13046,45.99
2019,5,Male,Black,56-60,5,12902,38.75
2019,5,Male,Black,61-65,4,13126,30.47
2019,5,Male,Black,Over 65,2,18617,10.74
2019,5,Male,Asian/PI,0-5,0,3583,0
2019,5,Male,Asian/PI,6-10,0,1762,0
2019,5,Male,Asian/PI,11-15,0,1512,0
2019,5,Male,Asian/PI,16-20,0,2285,0
2019,5,Male,Asian/PI,21-25,0,3390,0
2019,5,Male,Asian/PI,26-30,0,1443,0
2019,5,Male,Asian/PI,31-35,0,2100,0
2019,5,Male,Asian/PI,36-40,0,3254,0
2019,5,Male,Asian/PI,41-45,1,1011,98.91
2019,5,Male,Asian/PI,46-50,0,1935,0
2019,5,Male,Asian/PI,51-55,0,1645,0
2019,5,Male,Asian/PI,56-60,0,507,0
2019,5,Male,Asian/PI,61-65,0,1357,0
2019,5,Male,Asian/PI,Over 65,0,1098,0
2019,5,Male,Hispanic,0-5,0,13088,0
2019,5,Male,Hispanic,6-10,0,13570,0
2019,5,Male,Hispanic,11-15,0,11410,0
2019,5,Male,Hispanic,16-20,0,11719,0
2019,5,Male,Hispanic,21-25,0,10081,0
2019,5,Male,Hispanic,26-30,1,11578,8.64
2019,5,Male,Hispanic,31-35,1,6813,14.68
2019,5,Male,Hispanic,36-40,0,7382,0
2019,5,Male,Hispanic,41-45,0,9828,0
2019,5,Male,Hispanic,46-50,0,6020,0
2019,5,Male,Hispanic,51-55,0,6254,0
2019,5,Male,Hispanic,56-60,1,5111,19.57
2019,5,Male,Hispanic,61-65,0,1831,0
2019,5,Male,Hispanic,Over 65,0,3754,0
2019,6,Female,White,0-5,5,362614,1.38
2019,6,Female,White,6-10,0,298614,0
2019,6,Female,White,11-15,1,314474,0.32
2019,6,Female,White,16-20,4,325295,1.23
2019,6,Female,White,21-25,4,370505,1.08
2019,6,Female,White,26-30,4,469486,0.85
2019,6,Female,White,31-35,5,462133,1.08
2019,6,Female,White,36-40,11,444227,2.48
2019,6,Female,White,41-45,10,391643,2.55
2019,6,Female,White,46-50,10,452058,2.21
2019,6,Female,White,51-55,4,480941,0.83
2019,6,Female,White,56-60,16,572750,2.79
2019,6,Female,White,61-65,12,564761,2.12
2019,6,Female,White,Over 65,26,1665356,1.56
2019,6,Female,Black,0-5,2,67539,2.96
2019,6,Female,Black,6-10,1,58399,1.71
2019,6,Female,Black,11-15,0,63982,0
2019,6,Female,Black,16-20,14,75317,18.59
2019,6,Female,Black,21-25,6,74860,8.01
2019,6,Female,Black,26-30,6,90750,6.61
2019,6,Female,Black,31-35,7,77682,9.01
2019,6,Female,Black,36-40,4,69992,5.71
2019,6,Female,Black,41-45,4,64278,6.22
2019,6,Female,Black,46-50,1,72975,1.37
2019,6,Female,Black,51-55,1,71395,1.4
2019,6,Female,Black,56-60,4,84032,4.76
2019,6,Female,Black,61-65,4,68135,5.87
2019,6,Female,Black,Over 65,1,158517,0.63
2019,6,Female,Asian/PI,0-5,2,150298,1.33
2019,6,Female,Asian/PI,6-10,1,125902,0.79
2019,6,Female,Asian/PI,11-15,1,148025,0.68
2019,6,Female,Asian/PI,16-20,1,154827,0.65
2019,6,Female,Asian/PI,21-25,1,180737,0.55
2019,6,Female,Asian/PI,26-30,3,244206,1.23
2019,6,Female,Asian/PI,31-35,2,246349,0.81
2019,6,Female,Asian/PI,36-40,4,242003,1.65
2019,6,Female,Asian/PI,41-45,2,236987,0.84
2019,6,Female,Asian/PI,46-50,3,242786,1.24
2019,6,Female,Asian/PI,51-55,3,202423,1.48
2019,6,Female,Asian/PI,56-60,4,217523,1.84
2019,6,Female,Asian/PI,61-65,2,198570,1.01
2019,6,Female,Asian/PI,Over 65,5,509973,0.98
2019,6,Female,Hispanic,0-5,9,709793,1.27
2019,6,Female,Hispanic,6-10,1,629717,0.16
2019,6,Female,Hispanic,11-15,3,668805,0.45
2019,6,Female,Hispanic,16-20,13,634228,2.05
2019,6,Female,Hispanic,21-25,12,637759,1.88
2019,6,Female,Hispanic,26-30,18,645450,2.79
2019,6,Female,Hispanic,31-35,10,551131,1.81
2019,6,Female,Hispanic,36-40,11,551418,1.99
2019,6,Female,Hispanic,41-45,12,501341,2.39
2019,6,Female,Hispanic,46-50,9,499553,1.8
2019,6,Female,Hispanic,51-55,5,415694,1.2
2019,6,Female,Hispanic,56-60,9,365318,2.46
2019,6,Female,Hispanic,61-65,4,300398,1.33
2019,6,Female,Hispanic,Over 65,6,624522,0.96
2019,6,Male,White,0-5,4,376101,1.06
2019,6,Male,White,6-10,5,310216,1.61
2019,6,Male,White,11-15,1,339539,0.29
2019,6,Male,White,16-20,14,350838,3.99
2019,6,Male,White,21-25,22,413916,5.32
2019,6,Male,White,26-30,15,509756,2.94
2019,6,Male,White,31-35,22,498808,4.41
2019,6,Male,White,36-40,16,480342,3.33
2019,6,Male,White,41-45,23,422482,5.44
2019,6,Male,White,46-50,12,468414,2.56
2019,6,Male,White,51-55,17,502849,3.38
2019,6,Male,White,56-60,21,572864,3.67
2019,6,Male,White,61-65,17,542868,3.13
2019,6,Male,White,Over 65,29,1391921,2.08
2019,6,Male,Black,0-5,5,68125,7.34
2019,6,Male,Black,6-10,2,57655,3.47
2019,6,Male,Black,11-15,3,63068,4.76
2019,6,Male,Black,16-20,49,83229,58.87
2019,6,Male,Black,21-25,70,83948,83.38
2019,6,Male,Black,26-30,82,105823,77.49
2019,6,Male,Black,31-35,54,79383,68.02
2019,6,Male,Black,36-40,43,76924,55.9
2019,6,Male,Black,41-45,40,63853,62.64
2019,6,Male,Black,46-50,24,76644,31.31
2019,6,Male,Black,51-55,19,67163,28.29
2019,6,Male,Black,56-60,15,75572,19.85
2019,6,Male,Black,61-65,11,65780,16.72
2019,6,Male,Black,Over 65,7,115341,6.07
2019,6,Male,Asian/PI,0-5,1,153301,0.65
2019,6,Male,Asian/PI,6-10,1,139314,0.72
2019,6,Male,Asian/PI,11-15,3,153889,1.95
2019,6,Male,Asian/PI,16-20,4,159890,2.5
2019,6,Male,Asian/PI,21-25,2,187828,1.06
2019,6,Male,Asian/PI,26-30,3,243433,1.23
2019,6,Male,Asian/PI,31-35,8,231075,3.46
2019,6,Male,Asian/PI,36-40,3,216008,1.39
2019,6,Male,Asian/PI,41-45,1,201083,0.5
2019,6,Male,Asian/PI,46-50,7,207435,3.37
2019,6,Male,Asian/PI,51-55,0,174349,0
2019,6,Male,Asian/PI,56-60,4,174277,2.3
2019,6,Male,Asian/PI,61-65,5,163923,3.05
2019,6,Male,Asian/PI,Over 65,4,370821,1.08
2019,6,Male,Hispanic,0-5,9,741866,1.21
2019,6,Male,Hispanic,6-10,6,668892,0.9
2019,6,Male,Hispanic,11-15,11,693291,1.59
2019,6,Male,Hispanic,16-20,86,660965,13.01
2019,6,Male,Hispanic,21-25,128,665305,19.24
2019,6,Male,Hispanic,26-30,103,688248,14.97
2019,6,Male,Hispanic,31-35,75,612933,12.24
2019,6,Male,Hispanic,36-40,70,579545,12.08
2019,6,Male,Hispanic,41-45,37,511919,7.23
2019,6,Male,Hispanic,46-50,24,490293,4.9
2019,6,Male,Hispanic,51-55,15,423193,3.54
2019,6,Male,Hispanic,56-60,27,360845,7.48
2019,6,Male,Hispanic,61-65,13,268091,4.85
2019,6,Male,Hispanic,Over 65,12,476641,2.52
2019,8,Female,White,0-5,0,105861,0
2019,8,Female,White,6-10,2,92363,2.17
2019,8,Female,White,11-15,1,101611,0.98
2019,8,Female,White,16-20,2,97142,2.06
2019,8,Female,White,21-25,5,116254,4.3
2019,8,Female,White,26-30,2,141392,1.41
2019,8,Female,White,31-35,4,140649,2.84
2019,8,Female,White,36-40,2,141695,1.41
2019,8,Female,White,41-45,4,114751,3.49
2019,8,Female,White,46-50,1,125855,0.79
2019,8,Female,White,51-55,2,121192,1.65
2019,8,Female,White,56-60,7,140873,4.97
2019,8,Female,White,61-65,0,144037,0
2019,8,Female,White,Over 65,5,348137,1.44
